bist_time,ask_price1,ask_vol1,ask_price2,ask_vol2,ask_price3,ask_vol3,bid_price1,bid_vol1,bid_price2,bid_vol2,bid_price3,bid_vol3
1663743670638896658,19.94,26643,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670857986972,19.94,25985,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670938311677,19.94,22565,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670938311677,19.94,20582,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670938311677,19.94,10582,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670938422355,19.94,10381,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743670938422355,19.94,8096,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743671020474998,19.94,5645,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743671104286279,19.94,3194,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743671104483053,19.94,2516,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743671190276351,19.94,1467,19.95,8855,19.96,17294,19.92,17293,19.91,7828,19.9,145504
1663743671190468354,19.95,8332,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743671506857190,19.95,7654,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743671506933625,19.95,5917,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743671506975387,19.95,5006,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743672899337779,19.95,4996,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743675646664207,19.95,4953,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743676175995914,19.95,3953,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743676175995914,19.95,3896,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743676175995914,19.95,2113,19.96,17294,19.97,6201,19.92,17293,19.91,7828,19.9,145504
1663743676175995914,19.96,14247,19.97,6201,19.98,26926,19.92,17293,19.91,7828,19.9,145504
1663743677100911268,19.96,9706,19.97,6201,19.98,26926,19.92,17293,19.91,7828,19.9,145504
1663743677587854967,19.96,8985,19.97,6201,19.98,26926,19.92,17293,19.91,7828,19.9,145504
1663743678149663032,19.96,8264,19.97,6201,19.98,26926,19.92,17293,19.91,7828,19.9,145504
1663743678491678035,19.96,5499,19.97,6201,19.98,26926,19.92,17293,19.91,7828,19.9,145504
1663743678491918620,19.97,4186,19.98,26926,19.99,31800,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.97,1785,19.98,26926,19.99,31800,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,18200,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,17741,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,16582,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,15861,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,13360,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,19.98,1086,19.99,31800,20.0,86924,19.92,17293,19.91,7828,19.9,145504
1663743678492669148,20.0,82722,20.02,90753,20.04,29134,19.92,17293,19.91,7828,19.9,145504
1663743678492739252,20.0,69810,20.02,90753,20.04,29134,19.92,17293,19.91,7828,19.9,145504
1663743678494018476,20.0,69089,20.02,90753,20.04,29134,19.99,22513,19.98,3304,19.92,17293
1663743678495330688,20.0,69058,20.02,90753,20.04,29134,19.99,22513,19.98,5805,19.92,17293
1663743678495572787,20.0,67126,20.02,90753,20.04,29134,19.99,22513,19.98,5805,19.92,17293
1663743678863188210,20.0,66588,20.02,90753,20.04,30634,19.99,22513,19.98,1927,19.92,17293
1663743681058450326,20.0,66488,20.02,103459,20.04,29134,19.99,22583,19.98,1927,19.92,17293
1663743681058516815,20.0,64248,20.02,103459,20.04,29134,19.99,22583,19.98,1927,19.92,17293
1663743681783890678,20.0,64048,20.02,104109,20.04,29134,19.99,22583,19.98,1927,19.92,17293
1663743682245140625,20.0,62048,20.02,104109,20.04,34134,19.99,22583,19.98,1927,19.92,17293
1663743684539160071,20.0,61698,20.02,104109,20.04,36634,19.99,22583,19.98,1927,19.92,17293
1663743685242284837,20.0,61538,20.02,104109,20.04,37634,19.99,22583,19.98,1927,19.92,17293
1663743686559928709,20.0,60539,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686598152423,20.0,60512,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,53898,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,53177,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,51396,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,50469,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,46469,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,41396,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,39463,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,29463,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,29363,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,28217,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,25716,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,24896,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,24175,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,21937,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,10958,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743686942419030,20.0,10512,20.02,104109,20.04,38154,19.99,22583,19.98,1927,19.92,17293
1663743688712844251,20.02,103621,20.04,40262,20.06,7358,19.99,22513,19.98,1927,19.92,17293
1663743688713902966,20.02,101438,20.04,40262,20.06,7358,19.99,22513,19.98,1927,19.92,17293
1663743688715020480,20.02,99153,20.04,40262,20.06,7358,19.99,22513,19.98,1927,19.92,17293
1663743688715020480,20.02,98938,20.04,40262,20.06,7358,19.99,22513,19.98,1927,19.92,17293
1663743688715293868,20.02,97008,20.04,40262,20.06,7358,19.99,22513,19.98,1927,19.92,17293
1663743690312445057,20.02,96933,20.04,40262,20.06,7364,19.99,22513,19.98,1927,19.92,17293
1663743691873626698,20.02,96883,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743692666699342,20.02,96007,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743692666699342,20.02,95586,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694089738500,20.02,94782,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694089738500,20.02,93586,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694090295895,20.02,92782,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694132065282,20.02,91978,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694132065282,20.02,91674,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694132065282,20.02,88782,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743694495911330,20.02,88683,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,87183,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,86379,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,74933,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,74028,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,73323,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,72148,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,61148,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197001613,20.02,60683,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696197551046,20.02,60447,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696529477393,20.02,59447,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696529634718,20.02,59442,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696568428003,20.02,55166,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696568428003,20.02,53666,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696568428003,20.02,52817,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696568428003,20.02,46663,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743696759373455,20.02,45663,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743697227860560,20.02,45213,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743697867921364,20.02,45188,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743698945275872,20.02,41389,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743698945320858,20.02,39104,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743698947246511,20.02,37604,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743698952148408,20.02,37126,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743699132795364,20.02,35626,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700305018109,20.02,24891,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700305194586,20.02,24794,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700633565242,20.02,24792,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700987348765,20.02,24672,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700987348765,20.02,23172,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700987348765,20.02,22171,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743700987348765,20.02,20865,20.04,40262,20.06,33485,19.99,22513,19.98,1927,19.92,17293
1663743701215726140,20.02,20675,20.04,40262,20.06,36373,19.99,22513,19.98,1927,19.92,17293
1663743701632434834,20.02,15444,20.04,40262,20.06,36373,19.99,22513,19.98,1927,19.92,17293
1663743703627106148,20.02,10444,20.04,40262,20.06,36373,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,23220,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,22253,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,17384,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,16383,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,3383,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743703627313804,20.06,2548,20.08,58551,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743704567950590,20.06,2537,20.08,67657,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743705288312841,20.06,2276,20.08,67757,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743706304772236,20.06,1632,20.08,88689,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743706304772236,20.06,1332,20.08,88689,20.1,17720,19.99,22513,19.98,1927,19.92,17293
1663743708751857080,20.06,10143,20.08,88689,20.1,17694,20.04,22008,20.02,13263,20.0,14206
1663743708773596208,20.06,10143,20.08,88689,20.1,17694,20.04,21008,20.02,13263,20.0,14206
1663743708952661792,20.06,10143,20.08,88689,20.1,17694,20.04,17208,20.02,13263,20.0,14206
1663743709260240715,20.06,10143,20.08,88689,20.1,17694,20.04,17158,20.02,13263,20.0,14206
1663743709667911170,20.06,10143,20.08,88689,20.1,17694,20.04,17133,20.02,13263,20.0,14206
1663743710897564292,20.06,10143,20.08,88689,20.1,17694,20.04,17131,20.02,13263,20.0,18316
1663743711081612112,20.06,10143,20.08,88689,20.1,17694,20.04,16881,20.02,13263,20.0,18316
1663743711555503972,20.06,10143,20.08,88689,20.1,17694,20.04,16381,20.02,13263,20.0,18366
1663743712110399483,20.06,10143,20.08,88689,20.1,17694,20.04,16356,20.02,13263,20.0,18366
1663743712394999790,20.06,10143,20.08,88689,20.1,17694,20.04,13856,20.02,13263,20.0,18366
1663743713163060747,20.06,10143,20.08,88689,20.1,17694,20.04,13356,20.02,13263,20.0,24366
1663743714734994337,20.06,10143,20.08,88689,20.1,17694,20.04,12356,20.02,13263,20.0,24823
1663743715007347866,20.06,10143,20.08,88689,20.1,17694,20.04,12331,20.02,13263,20.0,24823
1663743715076702685,20.06,10143,20.08,88689,20.1,17694,20.04,12207,20.02,13263,20.0,24823
1663743715581941073,20.06,10143,20.08,88689,20.1,17694,20.02,1619,20.0,24823,19.99,68834
1663743715581941073,20.06,10143,20.08,88689,20.1,17694,20.0,24780,19.99,68834,19.98,20728
1663743715581941073,20.06,10143,20.08,88689,20.1,17694,20.0,23595,19.99,68834,19.98,20728
1663743715585487451,20.06,10143,20.08,88689,20.1,17694,20.0,24397,19.99,68834,19.98,20728
1663743715673022952,20.06,4040,20.08,88689,20.1,17694,20.0,24396,19.99,68834,19.98,20728
1663743715987273063,20.06,4040,20.08,88689,20.1,17694,20.0,24395,19.99,68834,19.98,20728
1663743716337398964,20.06,4040,20.08,88689,20.1,17694,20.0,24380,19.99,68834,19.98,20728
1663743717360203946,20.06,4040,20.08,88689,20.1,17694,20.0,23980,19.99,68834,19.98,20728
1663743717779016802,20.06,4040,20.08,88689,20.1,17694,20.0,22735,19.99,68834,19.98,20728
1663743717779016802,20.06,4040,20.08,88689,20.1,17694,20.0,21735,19.99,68834,19.98,20728
1663743717779016802,20.06,4040,20.08,88689,20.1,17694,20.0,13980,19.99,68834,19.98,20728
1663743718043155546,20.06,4040,20.08,88689,20.1,17694,20.0,13978,19.99,68834,19.98,20728
1663743718787870544,20.06,4040,20.08,88689,20.1,17694,20.0,11978,19.99,68834,19.98,20728
1663743719028975627,20.06,4040,20.08,88689,20.1,17694,20.0,11728,19.99,68834,19.98,20728
1663743719115598490,20.06,4040,20.08,88689,20.1,17694,20.0,11228,19.99,68834,19.98,20728
1663743719147008142,20.06,4040,20.08,88689,20.1,17694,20.0,11178,19.99,68834,19.98,20728
1663743719655407921,20.06,4040,20.08,88689,20.1,17694,20.0,10178,19.99,68834,19.98,20728
1663743719728086450,20.0,2322,20.06,4040,20.08,88689,19.99,68834,19.98,20728,19.97,12527
1663743720206968639,20.0,13750,20.02,7573,20.06,4040,19.99,68834,19.98,20728,19.97,12527
1663743720527546034,20.0,13750,20.02,7573,20.06,4040,19.99,68534,19.98,20728,19.97,12527
1663743720554404893,20.0,13750,20.02,9273,20.06,4040,19.99,66034,19.98,20728,19.97,12527
1663743720554451086,20.0,13750,20.02,9273,20.06,4040,19.99,63834,19.98,20728,19.97,12527
1663743723928253559,20.0,15128,20.02,17323,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743725448625931,20.0,15328,20.02,17323,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743726070926754,20.0,15327,20.02,17323,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743726420585938,20.0,14827,20.02,17423,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743727326854968,20.0,13328,20.02,17423,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743727326854968,20.0,10828,20.02,17423,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743727326854968,20.0,10395,20.02,17423,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743728298540530,20.0,9995,20.02,18813,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743728347162355,20.0,9495,20.02,18813,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743729687346416,20.0,8995,20.02,179424,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743729933466308,20.0,8795,20.02,179424,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743730498927253,20.0,7795,20.02,179424,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743730972819554,20.0,7295,20.02,179424,20.06,4040,19.99,71534,19.98,21628,19.97,13142
1663743731036587064,20.0,7245,20.02,179424,20.04,5000,19.99,71534,19.98,21628,19.97,13142
1663743731221800027,20.0,5180,20.02,179424,20.04,5000,19.99,71534,19.98,21628,19.97,13142
1663743731221800027,20.0,4745,20.02,179424,20.04,5000,19.99,71534,19.98,21628,19.97,13142
1663743731600716313,20.0,4245,20.02,179424,20.04,5000,19.99,71534,19.98,21628,19.97,13142
1663743731692850351,20.0,4244,20.02,179424,20.04,5000,19.99,71534,19.98,21628,19.97,13142
1663743735664587602,20.0,4044,20.02,179424,20.04,6307,19.99,71034,19.98,21628,19.97,13142
1663743736626052320,20.0,1744,20.02,179424,20.04,7407,19.99,71034,19.98,21628,19.97,13142
1663743736626052320,20.0,744,20.02,179424,20.04,7407,19.99,71034,19.98,21628,19.97,13142
1663743736626052320,20.02,176968,20.04,7407,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743736732895420,20.02,176103,20.04,7407,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743739308184239,20.02,175064,20.04,7619,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743739308184239,20.02,175054,20.04,7619,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743739308184239,20.02,175042,20.04,7619,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743739308184239,20.02,175041,20.04,7619,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743739308184239,20.02,174103,20.04,7619,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743740239623444,20.02,173303,20.04,7719,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743742821602101,20.02,173278,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743742821602101,20.02,169224,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743742821689033,20.02,167063,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743742821689033,20.02,164563,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743742821689033,20.02,162355,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743743108690443,20.02,161355,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743743108690443,20.02,159470,20.04,32535,20.06,4040,19.99,71034,19.98,21628,19.97,13142
1663743744382329674,20.02,159370,20.04,32535,20.06,7367,19.99,71034,19.98,21628,19.97,13142
1663743745411250330,20.02,159265,20.04,32535,20.06,7367,19.99,71034,19.98,21628,19.97,13142
1663743745784784491,20.02,158615,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743746156906955,20.02,158115,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743746670901048,20.02,157748,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743746984690108,20.02,157296,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743746984690108,20.02,154198,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743747058237715,20.02,153198,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743747120196097,20.02,153196,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743749414915403,20.02,150100,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743749414915403,20.02,148131,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743749414915403,20.02,143196,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743749658504840,20.02,143146,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743749658504840,20.02,142764,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,142146,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,141746,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,140073,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,136975,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,136475,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750526248831,20.02,135871,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743750607863437,20.02,134149,20.04,32535,20.06,59290,19.99,71034,19.98,21628,19.97,13142
1663743753076168764,20.02,132899,20.04,32535,20.06,59540,19.99,71034,19.98,21628,19.97,13142
1663743753427043549,20.02,132850,20.04,32535,20.06,59540,19.99,71034,19.98,21628,19.97,13142
1663743753836683198,20.02,127850,20.04,32535,20.06,59540,19.99,71034,19.98,21628,19.97,13142
1663743753836683198,20.02,125469,20.04,32535,20.06,59540,19.99,71034,19.98,21628,19.97,13142
1663743754507658181,20.02,125466,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754507658181,20.02,123560,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754731329425,20.02,123510,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754922995801,20.02,123507,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,122559,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,119459,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,119316,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,119216,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,118216,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,118116,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,113480,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743754944826142,20.02,109507,20.04,32535,20.06,61659,19.99,71034,19.98,21628,19.97,13142
1663743755383750748,20.02,109007,20.04,32535,20.06,62317,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,108382,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,108082,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,107081,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,105081,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,104081,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,104055,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,104043,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,103793,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,102793,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,94856,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,94456,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,92248,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756434550932,20.02,91998,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743756436808539,20.02,90698,20.04,32535,20.06,62472,19.99,71034,19.98,21628,19.97,13142
1663743758530666389,20.02,86071,20.04,32535,20.06,65531,19.99,71034,19.98,21628,19.97,13142
1663743759354839082,20.02,84071,20.04,32537,20.06,65533,19.99,71034,19.98,21628,19.97,13142
1663743759355035265,20.02,83573,20.04,32537,20.06,65533,19.99,71034,19.98,21628,19.97,13142
1663743760764122811,20.02,33573,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764122811,20.02,31390,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,15013,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,14041,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,13804,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,3804,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,2803,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.02,2778,20.04,32537,20.06,66035,19.99,71034,19.98,21628,19.97,13142
1663743760764660015,20.04,32537,20.06,66035,20.08,99888,20.02,2222,19.99,71034,19.98,21628
1663743760784256751,20.04,32537,20.06,62857,20.08,99888,20.02,22198,19.99,71034,19.98,21628
1663743760893538941,20.04,32537,20.06,62857,20.08,99888,20.02,20198,19.99,71034,19.98,21628
1663743761385688492,20.04,32537,20.06,62857,20.08,99888,20.02,19898,19.99,71034,19.98,21628
1663743761420303277,20.04,32537,20.06,62857,20.08,99888,20.02,18298,20.0,55473,19.99,83248
1663743761751057099,20.04,32537,20.06,62857,20.08,99888,20.02,18295,20.0,55473,19.99,83248
1663743762668317128,20.04,32537,20.06,62857,20.08,99888,20.02,17294,20.0,55473,19.99,83248
1663743762735768805,20.04,32537,20.06,62857,20.08,99888,20.02,17244,20.0,55473,19.99,83248
1663743762913216337,20.04,32537,20.06,62857,20.08,99888,20.02,14021,20.0,55473,19.99,83248
1663743762913216337,20.04,32537,20.06,62857,20.08,99888,20.02,13201,20.0,55473,19.99,83248
1663743762913216337,20.04,32537,20.06,62857,20.08,99888,20.02,9244,20.0,55473,19.99,83248
1663743763116449534,20.04,32537,20.06,62857,20.08,99888,20.02,9242,20.0,55473,19.99,83248
1663743763226645275,20.04,32537,20.06,62857,20.08,99888,20.02,9177,20.0,55473,19.99,83248
1663743763776483097,20.04,32537,20.06,62857,20.08,99888,20.02,5950,20.0,55473,19.99,83248
1663743763776483097,20.04,32537,20.06,62857,20.08,99888,20.02,5090,20.0,55473,19.99,83248
1663743763776483097,20.04,32537,20.06,62857,20.08,99888,20.0,44650,19.99,83248,19.98,50938
1663743763835075917,20.04,32537,20.06,62857,20.08,99888,20.0,44150,19.99,83248,19.98,50938
1663743765489645763,20.04,32537,20.06,62857,20.08,99888,20.0,41650,19.99,83248,19.98,55215
1663743765867188748,20.04,32537,20.06,62857,20.08,99888,20.0,40400,19.99,83248,19.98,55215
1663743766041024810,20.04,32537,20.06,62857,20.08,99888,20.0,40385,19.99,83248,19.98,55215
1663743766365104830,20.04,32537,20.06,62857,20.08,99888,20.0,36108,19.99,83248,19.98,55215
