bist_time,price,qty,bid_id,ask_id,
1663743600232709629,19.93,14,7621969089428963922,7621969089429459083
1663743600575170650,19.93,21,7621969089428963922,7621969089429459083
1663743600578194994,19.93,1,7621969089428963922,7621969089429459083
1663743600652958895,19.93,664,7621969089428963922,7621969089429459083
1663743600652958895,19.93,838,7621969089428994749,7621969089429459083
1663743600704343042,19.93,62,7621969089428994749,7621969089429459083
1663743600704343042,19.93,900,7621969089428998300,7621969089429459083
1663743600704343042,19.93,2500,7621969089428998300,7621969089429463731
1663743601130848327,19.93,390,7621969089428998300,7621969089429466996
1663743601130848327,19.93,30,7621969089428998300,7621969089429465018
1663743601130848327,19.93,1000,7621969089428998300,7621969089429465270
1663743601130848327,19.93,30,7621969089428998300,7621969089429466255
1663743601130848327,19.93,50,7621969089428998300,7621969089429466755
1663743601231889855,19.93,200,7621969089428998300,7621969089429469047
1663743601232338028,19.93,2300,7621969089428998300,7621969089429469062
1663743601245783490,19.93,2000,7621969089428998300,7621969089429469344
1663743601245973093,19.92,2,7621969089429469352,7621969089428932409
1663743601245973093,19.92,498,7621969089429469352,7621969089428932409
1663743601248059365,19.93,1600,7621969089428998300,7621969089429469365
1663743601248059365,19.93,700,7621969089428997233,7621969089429469365
1663743601314989438,19.93,2,7621969089428997233,7621969089429470044
1663743601693306204,19.92,83,7621969089429474132,7621969089428932409
1663743601693306204,19.92,2183,7621969089429474152,7621969089428932409
1663743601696629211,19.92,5736,7621969089429474214,7621969089428932409
1663743601696629211,19.92,2500,7621969089429474214,7621969089428932409
1663743601696629211,19.92,900,7621969089429474214,7621969089428932409
1663743601841638484,19.93,100,7621969089428997233,7621969089429475486
1663743601993101076,19.92,1600,7621969089429476477,7621969089428932409
1663743601993101076,19.92,10,7621969089429476477,7621969089429470783
1663743601993101076,19.92,100,7621969089429476477,7621969089429476443
1663743601993101076,19.92,200,7621969089429476477,7621969089429476423
1663743601993101076,19.92,100,7621969089429476477,7621969089429474730
1663743601993101076,19.92,490,7621969089429476477,7621969089428932409
1663743601993101076,19.92,48,7621969089429476482,7621969089428932409
1663743601993101076,19.92,1005,7621969089429476482,7621969089428932409
1663743601993101076,19.92,1447,7621969089429476482,7621969089428932409
1663743601993415832,19.92,7500,7621969089429476482,7621969089428932409
1663743602187744073,19.92,25,7621969089429477086,7621969089428932409
1663743602189175037,19.92,13,7621969089429477086,7621969089428932409
1663743602235416224,19.92,3577,7621969089429477086,7621969089428932409
1663743602235416224,19.92,50,7621969089429477086,7621969089429469618
1663743602235416224,19.92,2500,7621969089429477086,7621969089428932409
1663743602235416224,19.92,252,7621969089429477086,7621969089428932409
